Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-23 00:00:00-04:00,50.296036480561845,50.40460916690929,50.01374234188397,50.387718200683594,73420800,0.0,0.0
2019-07-24 00:00:00-04:00,50.10542830042855,50.462513196971095,49.984791162801024,50.346702575683594,59966400,0.0,0.0
2019-07-25 00:00:00-04:00,50.39978247912317,50.48422994685784,49.878629168564935,49.94860076904297,55638400,0.0,0.0
2019-07-26 00:00:00-04:00,50.05959603108048,50.6024632635333,49.97756364397169,50.12232971191406,70475600,0.0,0.0
2019-07-29 00:00:00-04:00,50.29604180970736,50.82201801250222,50.29121529290959,50.59039306640625,86693600,0.0,0.0
2019-07-30 00:00:00-04:00,50.36842635135653,50.706212612537456,50.01857931926707,50.373252868652344,135742800,0.0,0.0
2019-07-31 00:00:00-04:00,52.21657786418858,53.41088478250586,50.98125476113512,51.40106964111328,277125600,0.0,0.0
2019-08-01 00:00:00-04:00,51.608573882211395,52.6050379692168,49.88105260566868,50.28880310058594,216071600,0.0,0.0
2019-08-02 00:00:00-04:00,49.58910772710964,49.80625312949166,48.64813940804928,49.22478485107422,163448400,0.0,0.0
2019-08-05 00:00:00-04:00,47.7698998067412,47.92913804617501,46.46460496496702,46.647972106933594,209572000,0.0,0.0
2019-08-06 00:00:00-04:00,47.36455272210095,47.78919780575481,46.81685908255374,47.53103256225586,143299200,0.0,0.0
2019-08-07 00:00:00-04:00,47.147412110596825,48.14869898858254,46.76378685502141,48.02323532104492,133457600,0.0,0.0
2019-08-08 00:00:00-04:00,48.30312054612657,49.10656451373982,48.10768892619034,49.082435607910156,108038000,0.0,0.0
2019-08-09 00:00:00-04:00,48.75304186450058,49.10663860296131,48.266235660993594,48.67796325683594,98478800,0.1925,0.0
2019-08-12 00:00:00-04:00,48.3461703778076,48.934696479890675,48.23234030241585,48.5544548034668,89927600,0.0,0.0
2019-08-13 00:00:00-04:00,48.685242576262546,51.37840568550886,48.55445734870309,50.610660552978516,188874000,0.0,0.0
2019-08-14 00:00:00-04:00,49.2035205330253,49.99790665419237,49.065469900146695,49.10422134399414,146189600,0.0,0.0
2019-08-15 00:00:00-04:00,49.27618800290657,49.683067154600124,48.358281940636374,48.859619140625,108909600,0.0,0.0
2019-08-16 00:00:00-04:00,49.474771657505364,50.172282842159284,49.36820703812313,50.01243591308594,110481600,0.0,0.0
2019-08-19 00:00:00-04:00,51.01027035241222,51.52129354143994,50.86737854061634,50.944881439208984,97654400,0.0,0.0
2019-08-20 00:00:00-04:00,51.073244138748294,51.671456261505405,50.9376177570861,50.947303771972656,107537200,0.0,0.0
2019-08-21 00:00:00-04:00,51.58426479207487,51.7441080508125,51.247619434418645,51.49949645996094,86141600,0.0,0.0
2019-08-22 00:00:00-04:00,51.632708152574494,51.935446951071654,51.04176142662132,51.455909729003906,89014800,0.0,0.0
2019-08-23 00:00:00-04:00,50.72205855084123,51.35660147373492,48.68039022711605,49.07758331298828,187272000,0.0,0.0
2019-08-26 00:00:00-04:00,49.85743589320227,50.1795503439603,49.66368236775234,50.01001739501953,104174400,0.0,0.0
2019-08-27 00:00:00-04:00,50.34182672820423,50.508939127152146,49.293139143908576,49.44572067260742,103493200,0.0,0.0
2019-08-28 00:00:00-04:00,49.43118027071931,49.82352847395634,49.24227160282437,49.77751159667969,63755200,0.0,0.0
2019-08-29 00:00:00-04:00,50.49682616850636,50.695424572861164,50.05119559188693,50.62034225463867,83962000,0.0,0.0
